Engine Speed (RPM),Throttle,Torque (Nm),Power (kW),Horsepower,CO2(g/s),CO(g/s),NOx(g/s),HC(g/s)
3700,1.0,323.88183107596876,125.4922563405351,168.28785884475676,0.03137661350130709,0.0005503600167543184,0.0007546634030476191,0.00021323912088266954
3800,1.0,325.35183517100404,129.46890512598992,173.62063179025066,0.03242772529085673,0.0005750936394624429,0.0007774258542222224,0.00022038259906407488
3900,1.0,326.6864325003415,133.421040528169,178.92053175294217,0.03347817849295774,0.0006002236532394364,0.000800009288,0.00022752160140845063
4000,1.0,328.0177633706451,137.39975942028983,184.256080756725,0.03454005731884057,0.0006259686763285022,0.0008227016888888888,0.00023473825362318833
4100,1.0,328.4256034968155,141.00985997017327,189.0973045060658,0.03552097151006329,0.0006483439460089221,0.0008442265850158733,0.00024140466074800296
4200,1.0,328.8218336765236,144.62339598253283,193.94313528568165,0.03650813837772927,0.000671088109985444,0.0008657981813333337,0.00024811356179039307
4300,1.0,329.00522261385504,148.14938928441182,198.6715693769771,0.037480383656350945,0.000693811632732451,0.0008869144507936509,0.0002547210539752006
4400,1.0,328.97447998003804,151.5805587301588,203.2728426044774,0.0384361257936508,0.0007164792380952381,0.0009075403682539684,0.0002612163888888889
4500,1.0,328.93045356692744,155.00482447017268,207.86485781168386,0.039396068995290426,0.000739473139717425,0.0009281662857142858,0.0002677402747252747
4600,1.0,328.6705712958204,158.32418800923017,212.3161968743867,0.040337395602160694,0.000762363722707503,0.0009482551509841272,0.00027413764001468435
4700,1.0,328.39655628467153,161.63115269447076,216.75090880309875,0.04128188270461474,0.000785558156320824,0.0009683206661587302,0.00028055648440029435
4800,1.0,328.10842564761145,164.9252831352718,221.16840972947807,0.04222955127939318,0.0008090580698187948,0.0009883628312380955,0.0002869969504424779
4900,1.0,327.8061966505588,168.20614473577243,225.56811685097549,0.043180422489283075,0.0008328651069130328,0.0010083816462222225,0.0002934591819660015
5000,1.0,327.4898867129069,171.47330370370366,229.9494484426762,0.04413451768518518,0.0008569809259259257,0.001028377111111111,0.000299943324074074
5100,1.0,327.15951340923374,174.72632705933822,234.3118238693016,0.045091858408208715,0.0008814071999533352,0.001048349225904762,0.00030644952316258344
5200,1.0,326.81509447103224,177.96478264455783,238.65466359736865,0.046052466391794215,0.0009061456170294783,0.0010682979906031745,0.00031297792693452375
5300,1.0,326.45664778846685,181.18823913204432,242.9773892075155,0.04701636356386492,0.0009311978802940235,0.0010882234052063493,0.00031952868441461593
5400,1.0,326.084191412152,184.39626603459322,247.27942340699104,0.047983572049007044,0.0009565657081614349,0.0011081254697142859,0.0003261019459641255
5500,1.0,325.6977435549545,187.5884337145532,251.5601900423135,0.0489541141706795,0.0009822508344925981,0.001128004184126984,0.00033269786329588006
5600,1.0,325.29732259382155,190.7643133933934,255.81911411210055,0.04992801245345344,0.0010082550087687685,0.0011478595484444444,0.00033931658948948944
5700,1.0,324.88294707163175,193.92347716139957,260.0556217800718,0.050905289625282166,0.001034579996267871,0.0011676915626666667,0.000345958279006772
5800,1.0,324.4546356990724,197.06549798750265,264.2691403882294,0.051885968619801756,0.0010612275782431943,0.0011875002267936505,0.00035262308770739055
5900,1.0,324.01240735654284,200.18994972924085,268.45909847021704,0.0528700725786632,0.001088199552104524,0.0012072855408253966,0.00035931117286470136
6000,1.0,323.55628109608205,203.29640714285708,272.6249257648613,0.05385762485389609,0.0011154977316017313,0.0012270475047619046,0.00036602269318181807
6100,1.0,322.25265205178465,205.85193473809528,276.0519441304751,0.05472399298982684,0.001133441926002886,0.0012467861186031748,0.00037191063196969693
6200,1.0,320.9323117384624,208.36930919047617,279.4277982975408,0.055589336242316004,0.0011513648930447328,0.0012665013823492063,0.00037779160553030297
6300,1.0,319.59526015611544,210.8480054999999,282.7517842295828,0.05645365461136361,0.001169266632727272,0.0012861932959999996,0.0003836656138636362
6400,1.0,318.2414973047439,213.28749866666652,286.0231978901254,0.057316948096969675,0.0011871471450505045,0.0013058618595555552,0.00038953265696969685
6500,1.0,316.8710231843478,215.6872636904761,289.2413352426929,0.05817921669913418,0.0012050064300144297,0.0013255070730158727,0.0003953927348484847
6600,1.0,315.48383779492707,218.0467755714285,292.4054922508093,0.05904046041785713,0.0012228444876190474,0.001345128936380952,0.0004012458474999999
6700,1.0,314.07994113648164,220.36550930952373,295.5149648779988,0.05990067925313851,0.0012406613178643573,0.0013647274496507934,0.0004070919949242422
6800,1.0,312.6593332090117,222.64293990476193,298.56904908778586,0.06075987320497836,0.0012584569207503607,0.001384302612825397,0.00041293117712121213
6900,1.0,311.222014012517,224.8785423571429,301.5670408436944,0.06161804227337663,0.0012762312962770566,0.0014038544259047624,0.00041876339409090916
7000,1.0,309.7679835469975,227.07179166666666,304.50823610924857,0.062475186458333325,0.0012939844444444443,0.0014233828888888889,0.00042458864583333326
