Engine Speed(RPM),Throttle,Torque(Nm),Power(kW),Horsepower,Air Flow(g/s),Fuel Flow(g/s),IMEP(bar),BMEP(bar),PMEP(bar),FMEP(bar),BSFC(g/kWh),CO2(g/s),CO(g/s),NOx(g/s),HC(g/s),CO2(g/kWh),CO(g/kWh),NOx(g/kWh),HC(g/kWh),Pmax(bar),Tmax(K)
3300,1.0,373.292,129.001,172.993,104.689,7.617,14.6,13.409,0.146,1.045,212.56,23.536,0.404,0.57,0.005,656.81,11.266,15.899,0.128,66.973,2912.386
3400,1.0,376.52,134.059,179.776,108.405,7.93,14.746,13.525,0.149,1.073,212.94,24.502,0.428,0.59,0.005,657.983,11.499,15.843,0.128,67.519,2921.001
3500,1.0,379.766,139.191,186.659,112.154,8.248,14.894,13.641,0.152,1.101,213.327,25.487,0.454,0.61,0.005,659.179,11.733,15.786,0.128,68.07,2929.736
3600,1.0,382.362,144.147,193.305,115.757,8.559,15.02,13.734,0.156,1.13,213.766,26.448,0.479,0.63,0.005,660.537,11.971,15.733,0.128,68.536,2939.146
3700,1.0,384.971,149.162,200.03,119.383,8.876,15.147,13.828,0.159,1.159,214.213,27.426,0.506,0.65,0.005,661.919,12.21,15.68,0.129,69.007,2948.666
3800,1.0,387.424,154.17,206.745,122.983,9.194,15.269,13.916,0.163,1.19,214.68,28.408,0.533,0.669,0.006,663.361,12.451,15.629,0.129,69.46,2958.435
3900,1.0,389.72,159.164,213.443,126.556,9.513,15.386,13.999,0.166,1.221,215.166,29.395,0.561,0.689,0.006,664.863,12.695,15.578,0.129,69.895,2968.451
4000,1.0,392.028,164.212,220.212,130.146,9.837,15.505,14.082,0.17,1.253,215.659,30.397,0.59,0.708,0.006,666.386,12.94,15.527,0.129,70.334,2978.586
4100,1.0,392.376,168.467,225.918,133.551,10.117,15.554,14.094,0.174,1.286,216.192,31.262,0.611,0.727,0.006,668.034,13.058,15.531,0.13,70.516,2982.645
4200,1.0,392.708,172.722,231.624,136.963,10.399,15.603,14.106,0.177,1.32,216.737,32.132,0.632,0.745,0.006,669.718,13.178,15.536,0.13,70.698,2986.722
4300,1.0,392.767,176.861,237.174,140.304,10.676,15.643,14.108,0.18,1.355,217.313,32.989,0.653,0.764,0.006,671.496,13.3,15.542,0.13,70.847,2991.018
4400,1.0,392.551,180.875,242.557,143.567,10.949,15.674,14.1,0.184,1.39,217.92,33.832,0.674,0.781,0.007,673.372,13.424,15.551,0.131,70.961,2995.533
4500,1.0,392.316,184.875,247.921,146.83,11.223,15.706,14.092,0.187,1.426,218.54,34.679,0.696,0.799,0.007,675.289,13.549,15.56,0.131,71.076,3000.065
4600,1.0,391.805,188.737,253.1,150.008,11.492,15.728,14.074,0.191,1.463,219.194,35.509,0.717,0.816,0.007,677.31,13.678,15.572,0.132,71.157,3004.816
4700,1.0,391.274,192.578,258.252,153.182,11.761,15.75,14.055,0.194,1.501,219.862,36.342,0.739,0.834,0.007,679.375,13.807,15.584,0.132,71.238,3009.585
4800,1.0,390.723,196.399,263.375,156.352,12.032,15.772,14.035,0.198,1.539,220.545,37.179,0.76,0.851,0.007,681.486,13.938,15.597,0.132,71.319,3014.371
4900,1.0,390.152,200.198,268.469,159.519,12.303,15.795,14.014,0.202,1.579,221.243,38.018,0.782,0.868,0.007,683.642,14.071,15.611,0.133,71.401,3019.174
5000,1.0,389.561,203.974,273.534,162.682,12.576,15.817,13.993,0.205,1.619,221.957,38.86,0.805,0.885,0.008,685.846,14.205,15.626,0.133,71.483,3023.995
5100,1.0,388.062,207.253,277.93,165.842,12.82,15.808,13.939,0.208,1.66,222.688,39.614,0.82,0.903,0.008,688.105,14.252,15.677,0.134,71.448,3024.196
5200,1.0,386.54,210.488,282.268,168.997,13.064,15.799,13.885,0.212,1.702,223.438,40.368,0.836,0.92,0.008,690.422,14.3,15.73,0.134,71.413,3024.398
5300,1.0,384.996,213.678,286.547,172.15,13.308,15.789,13.829,0.215,1.745,224.206,41.121,0.852,0.937,0.008,692.798,14.349,15.784,0.135,71.378,3024.6
5400,1.0,383.428,216.824,290.765,175.298,13.551,15.78,13.773,0.219,1.788,224.995,41.873,0.867,0.954,0.008,695.234,14.4,15.84,0.135,71.343,3024.802
5500,1.0,381.839,219.923,294.922,178.443,13.794,15.771,13.716,0.222,1.832,225.803,42.624,0.883,0.971,0.008,697.731,14.451,15.897,0.135,71.308,3025.005
5600,1.0,380.227,222.977,299.017,181.584,14.037,15.761,13.658,0.226,1.877,226.631,43.375,0.898,0.988,0.008,700.29,14.504,15.955,0.136,71.273,3025.208
5700,1.0,378.592,225.983,303.048,184.721,14.28,15.752,13.599,0.229,1.923,227.48,44.124,0.914,1.005,0.009,702.914,14.559,16.015,0.136,71.238,3025.411
5800,1.0,376.935,228.941,307.014,187.854,14.522,15.743,13.54,0.233,1.97,228.35,44.872,0.929,1.022,0.009,705.602,14.614,16.076,0.137,71.203,3025.614
5900,1.0,375.255,231.85,310.916,190.984,14.764,15.733,13.479,0.236,2.018,229.241,45.62,0.945,1.039,0.009,708.356,14.671,16.139,0.138,71.168,3025.817
6000,1.0,373.553,234.71,314.751,194.111,15.005,15.724,13.418,0.24,2.066,230.155,46.367,0.96,1.056,0.009,711.178,14.73,16.203,0.138,71.133,3026.021
6100,1.0,371.828,237.52,318.52,197.233,15.247,15.715,13.356,0.243,2.115,231.09,47.113,0.976,1.073,0.009,714.069,14.79,16.269,0.139,71.098,3026.225
6200,1.0,370.08,240.279,322.22,200.352,15.488,15.705,13.293,0.247,2.165,232.049,47.858,0.991,1.09,0.009,717.031,14.851,16.336,0.139,71.063,3026.429
6300,1.0,368.31,242.987,325.851,203.467,15.729,15.696,13.23,0.25,2.216,233.031,48.602,1.007,1.107,0.009,720.065,14.914,16.405,0.14,71.028,3026.634
6400,1.0,366.518,245.643,329.412,206.578,15.969,15.687,13.165,0.254,2.267,234.037,49.345,1.022,1.124,0.01,723.173,14.978,16.476,0.14,70.993,3026.838
6500,1.0,364.703,248.245,332.903,209.686,16.21,15.677,13.1,0.257,2.32,235.067,50.087,1.037,1.141,0.01,726.356,15.044,16.549,0.141,70.958,3027.043
6600,1.0,362.865,250.794,336.321,212.79,16.449,15.668,13.034,0.261,2.373,236.122,50.829,1.053,1.158,0.01,729.617,15.112,16.623,0.142,70.923,3027.248
6700,1.0,361.005,253.289,339.667,215.891,16.689,15.659,12.967,0.264,2.427,237.203,51.569,1.068,1.175,0.01,732.956,15.181,16.699,0.142,70.888,3027.453
6800,1.0,359.122,255.729,342.938,218.987,16.929,15.649,12.9,0.268,2.482,238.309,52.309,1.083,1.192,0.01,736.376,15.252,16.777,0.143,70.853,3027.659
6900,1.0,357.217,258.113,346.135,222.08,17.168,15.64,12.831,0.271,2.537,239.443,53.048,1.099,1.209,0.01,739.879,15.324,16.857,0.144,70.818,3027.865
7000,1.0,355.289,260.441,349.257,225.169,17.406,15.631,12.762,0.275,2.594,240.604,53.786,1.114,1.225,0.01,743.467,15.399,16.939,0.144,70.783,3028.07
